Form Type,Container Name,Attachment Name,dynamic_container_template_id,Default
PROCESSING_UNDERWRITING_DISCLOSURE,UNKNOWN,Processing-Underwriting Disclosure,,true
A_8810,Income - Borrower 1040 Tax Returns w/ All Schedules,8810,,false
LEAD_PAINT_INDEMNIFICATION_AGREEMENT,UNKNOWN,Lead Paint Indemnification Agreement,,true
GIFT_LETTER,Gift Letter/Source of Funds,Gift Letter,,false
A_8811,Income - Borrower 1040 Tax Returns w/ All Schedules,8811,,false
A_8038_GC,Income - Borrower 1040 Tax Returns w/ All Schedules,8038-GC,,false
FORM_3180W_ORDER_OF_DISCHARGE,UNKNOWN,Form 3180W - Order Of Discharge,,true
A_8813,Income - Borrower 1040 Tax Returns w/ All Schedules,8813,,false
VOIDED_CHECK_CA,Voided Check CA,Voided Check CA,,true
A_8814,Income - Borrower 1040 Tax Returns w/ All Schedules,8814,,false
A_8815,Income - Borrower 1040 Tax Returns w/ All Schedules,8815,,false
A_8818,Income - Borrower 1040 Tax Returns w/ All Schedules,8818,,false
ELECTRONIC_EVIDENCE_SUMMARY,UNKNOWN,Electronic Evidence Summary,,true
A_8819,Income - Borrower 1040 Tax Returns w/ All Schedules,8819,,false
A_1041_ES,Income - Borrower 1040 Tax Returns w/ All Schedules,1041-ES,,false
VA_26_0551_DEBT_QUESTIONNAIRE,VA Documents,VA 26-0551 Debt Questionnaire,,true
RD_1980_19_GUARANTEED_LOAN_CLOSING_REPORT,RD 1980-19 - Guaranteed Loan Closing Report,RD 1980-19 - Guaranteed Loan Closing Report,,true
A_1120S_2025,Income - Borrower Business Tax Returns,1120_S_2025_{$FIELDS.a_1120s_2025-Part01-General:name},,false
INITIAL_TAX_AUTHORIZATION_NOTICE,UNKNOWN,Initial Tax Authorization Notice,,true
A_1120S_2024,Income - Borrower Business Tax Returns,1120_S_2024_{$FIELDS.a_1120s_2024-Part01-General:name},,false
CONDOMINIUM_MANAGEMENT_SERVICES_AGREEMENT,UNKNOWN,Condominium Management Services Agreement,,true
LENDER_UNDERWRITER_REVIEW_VERIFICATIOIN_(URV),Lender Underwriter Review Verificatioin (URV),Lender Underwriter Review Verificatioin (URV),,true
A_8820,Income - Borrower 1040 Tax Returns w/ All Schedules,8820,,false
A_1120S_2023,Income - Borrower Business Tax Returns,1120_S_2023_{$FIELDS.a_1120s_2023-Part1-General:name},,false
A_8821,Income - Borrower 1040 Tax Returns w/ All Schedules,8821,,false
A_1120S_2022,Income - Borrower Business Tax Returns,1120_S_2022_{$FIELDS.a_1120s_2022-Part1-General:name},,false
A_8822,Income - Borrower 1040 Tax Returns w/ All Schedules,8822,,false
A_1120S_2021,Income - Borrower Business Tax Returns,{$FIELDS.a_1120s_2021-Part1-General:name}_1120_S_2021,,false
A_8823,Income - Borrower 1040 Tax Returns w/ All Schedules,8823,,false
A_1120S_2020,Income - Borrower Business Tax Returns,{$FIELDS.a_1120s_2020-Part1-General:name}_1120_S_2020,,false
A_4466,Income - Borrower 1040 Tax Returns w/ All Schedules,4466,,false
HUD_92900_LT_FHA_LOAN_UNDERWRITING_AND_TRANSMITTAL_SUMMARY,UNKNOWN,HUD-92900-LT FHA Loan Underwriting And Transmittal Summary,,true
A_W_8IMY,Income - Borrower 1040 Tax Returns w/ All Schedules,W-8IMY,,false
A_656_L,Income - Borrower 1040 Tax Returns w/ All Schedules,656-L,,false
A_4461,Income - Borrower 1040 Tax Returns w/ All Schedules,4461,,false
USDA_1980_18_CONDITIONAL_COMMITMENT_FOR_SINGLE_FAMILY_HOUSING_LOAN_GUARANTEE,USDA - Form 3555 - 18,RD 1980-18 Conditional Commitment For Single Family Housing Loan Guarantee,,false
CONSUMER_DISCLOSURE_STATEMENT,UNKNOWN,Consumer Disclosure Statement,,true
A_15086,Income - Borrower 1040 Tax Returns w/ All Schedules,15086,,false
MORTGAGE_FRAUD_IS_INVESTIGATED_BY_THE_FBI_DISCLOSURE,UNKNOWN,Mortgage Fraud Is Investigated By The FBI Disclosure,,true
MORTGAGE_RATE_LOCK_IN_CONFIRMATION,UNKNOWN,Mortgage Rate Lock-In Confirmation,,true
BROKER_AGREEMENT,UNKNOWN,Broker Agreement,,true
A_5308,Income - Borrower 1040 Tax Returns w/ All Schedules,5308,,false
A_15080,Income - Borrower 1040 Tax Returns w/ All Schedules,15080,,false
A_5309,Income - Borrower 1040 Tax Returns w/ All Schedules,5309,,false
A_5306,Income - Borrower 1040 Tax Returns w/ All Schedules,5306,,false
CLOSING_DISCLOSURE,Closing Disclosure,Closing Disclosure,,true
A_5305,Income - Borrower 1040 Tax Returns w/ All Schedules,5305,,false
VARIABLE_INTEREST_PROVISION_IN_DEEDS_OF_TRUST,UNKNOWN,Variable Interest Provision in Deeds of Trust,,true
RE_DISCLOSURE_CERTIFICATION,UNKNOWN,Re-Disclosure Certification,,true
CERTIFICATE_OF_NON-INFLUENCE_AND_COMPLIANCE,UNKNOWN,Certificate Of Non-Influence And Compliance,,true
ACKNOWLEDGMENT_OF_RECEIPT_OF_GOOD_FAITH_ESTIMATE,Acknowledgment Of Receipt Of Good Faith Estimate,Acknowledgment Of Receipt Of Good Faith Estimate,,true
OFFICIAL_FORM_106G_SCHEDULE_G_EXECUTORY_CONTRACTS_AND_UNEXPIRED_LEASES,Official Form 106G - Schedule G: Executory Contracts And Unexpired Leases,Official Form 106G - Schedule G: Executory Contracts And Unexpired Leases,,true
SUPPLEMENTAL_ESCROW_INSTRUCTIONS_AND_GENERAL_PROVISIONS,UNKNOWN,Supplemental Escrow Instructions And General Provisions,,true
A_8027_T,Income - Borrower 1040 Tax Returns w/ All Schedules,8027-T,,false
STATE_TAX_RETURN,UNKNOWN,State Tax Return,,false
A_6627,Income - Borrower 1040 Tax Returns w/ All Schedules,6627,,false
A_3115,Income - Borrower 1040 Tax Returns w/ All Schedules,3115,,false
A_8801,Income - Borrower 1040 Tax Returns w/ All Schedules,8801,,false
HOMESTYLE_RENOVATION_LOAN_AGREEMENT,UNKNOWN,Homestyle Renovation Loan Agreement,,true
A_8846,Income - Borrower 1040 Tax Returns w/ All Schedules,8846,,false
A_941_V,Income - Borrower 1040 Tax Returns w/ All Schedules,941-V,,false
A_8848,Income - Borrower 1040 Tax Returns w/ All Schedules,8848,,false
A_8849,Income - Borrower 1040 Tax Returns w/ All Schedules,8849,,false
A_5330,Income - Borrower 1040 Tax Returns w/ All Schedules,5330,,false
A_941_SCHEDULE_D,Income - Borrower 1040 Tax Returns w/ All Schedules,941 Schedule D,,false
VA_26_0592_COUNSELING_CHECKLIST_FOR_MILITARY_HOMEBUYERS,VA Documents,VA 26-0592 Counseling Checklist For Military Homebuyers,,true
A_941_SCHEDULE_B,Income - Borrower 1040 Tax Returns w/ All Schedules,941 Schedule B,,false
STATE_ID,Income - Borrower 1040 Tax Returns w/ All Schedules,State Identification Card,,false
DISCLOSURE,Disclosure,Disclosure,,true
AUTHORIZATION_OF_OVERNIGHT_DELIVERY_SERVICES,UNKNOWN,Authorization Of Overnight Delivery Services,,true
HOME_EQUITY_BALLOON_NOTICE_ON_HELOC_AGREEMENT,UNKNOWN,Home Equity Balloon Notice on HELOC Agreement,,true
A_8850,Income - Borrower 1040 Tax Returns w/ All Schedules,8850,,false
SOLAR_PANEL_LEASE_AGREEMENT,Subject Property - Contract,Solar Panel Lease Agreement,,false
A_8851,Income - Borrower 1040 Tax Returns w/ All Schedules,8851,,false
AFFIDAVIT_OF_OCCUPANCY,Affidavit of Occupancy,Affidavit Of Occupancy,,true
A_941_SCHEDULE_R,Income - Borrower 1040 Tax Returns w/ All Schedules,941 Schedule R,,false
A_941_X,Income - Borrower 1040 Tax Returns w/ All Schedules,941-X,,false
A_8853,Income - Borrower 1040 Tax Returns w/ All Schedules,8853,,false
A_8854,Income - Borrower 1040 Tax Returns w/ All Schedules,8854,,false
A_5329,Income - Borrower 1040 Tax Returns w/ All Schedules,5329,,false
A_8855,Income - Borrower 1040 Tax Returns w/ All Schedules,8855,,false
AUTHORIZATION_TO_COMPLETE_BLANK_SPACES,UNKNOWN,Authorization To Complete Blank Spaces,,true
A_8857,Income - Borrower 1040 Tax Returns w/ All Schedules,8857,,false
A_8858,Income - Borrower 1040 Tax Returns w/ All Schedules,8858,,false
A_8859,Income - Borrower 1040 Tax Returns w/ All Schedules,8859,,false
A_8821_A,Income - Borrower 1040 Tax Returns w/ All Schedules,8821-A,,false
A_2290,Income - Borrower 1040 Tax Returns w/ All Schedules,2290,,false
RESIDENTIAL_REAL_PROPERTY_DISCLOSURE_REPORT,UNKNOWN,Residential Real Property Disclosure Report,,true
A_8879_WH,Income - Borrower 1040 Tax Returns w/ All Schedules,8879-WH,,false
A_1099_INT,Income - Borrower W-2 Most Recent Yr,{$FIELDS.a_1099_int-Part2-RecipientPii:recipientName}_1099_INT,,false
LIEN_CERTIFICATE,UNKNOWN,Lien Certificate,,true
A_1040_SCHEDULE_R_2025,Income - Borrower 1040 Tax Returns w/ All Schedules,1040_SCHEDULE_R_2025_{$FIELDS.a_1040_schedule_r_2025-Part01-General:namesShownOnReturn},,false
OFFICIAL_FORM_318_ORDER_OF_DISCHARGE,UNKNOWN,Official Form 318 - Order Of Discharge,,true
A_1040_SCHEDULE_R_2024,Income - Borrower 1040 Tax Returns w/ All Schedules,1040_SCHEDULE_R_2024_{$FIELDS.a_1040_schedule_r_2024-Part01-General:name(s)ShownOnReturn},,false
A_8554_EP,Income - Borrower 1040 Tax Returns w/ All Schedules,8554-EP,,false
A_1040_SCHEDULE_R_2023,Income - Borrower 1040 Tax Returns w/ All Schedules,1040_SCHEDULE_R_2023_{$FIELDS.a_1040_schedule_r_2023-Part1-General:name(s)ShownOnReturn},,false
BORROWER_SIGNATURE_AUTHORIZATION,UNKNOWN,Borrower Signature Authorization,,true
A_1040_SCHEDULE_R_2022,Income - Borrower 1040 Tax Returns w/ All Schedules,1040_SCHEDULE_R_2022_{$FIELDS.a_1040_schedule_r_2022-Part1-General:name(s)ShownOnReturn},,false
A_1040_SCHEDULE_R_2021,Income - Borrower 1040 Tax Returns w/ All Schedules,1040_SCHEDULE_R_2021_{$FIELDS.a_1040_schedule_r_2021-Part1-General:name(s)ShownOnReturn},,false
A_1040_SCHEDULE_R_2020,Income - Borrower 1040 Tax Returns w/ All Schedules,{$FIELDS.a_1040_schedule_r_2020-Part1-General:name(s)ShownOnReturn}_1040_SCHEDULE_R_2020,,false
EMPLOYMENT_AGREEMENT,UNKNOWN,Employment Agreement,,true
A_8862,Income - Borrower 1040 Tax Returns w/ All Schedules,8862,,false
A_8863,Income - Borrower 1040 Tax Returns w/ All Schedules,8863,,false
NOTICE_OF_SERVICING_TRANSFER,UNKNOWN,Notice Of Servicing Transfer,,true
MORTGAGE_INSURANCE_POLICY,UNKNOWN,Mortgage Insurance Policy,,false
A_8864,Income - Borrower 1040 Tax Returns w/ All Schedules,8864,,false
ADDITIONAL_INSURANCE_DISCLOSURE,UNKNOWN,Additional Insurance Disclosure,,true
A_8865,Income - Borrower 1040 Tax Returns w/ All Schedules,8865,,false
A_8866,Income - Borrower 1040 Tax Returns w/ All Schedules,8866,,false
A_8867,Income - Borrower 1040 Tax Returns w/ All Schedules,8867,,false
A_8824,Income - Borrower 1040 Tax Returns w/ All Schedules,8824,,false
A_8825,Income - Borrower Business Tax Returns,8825,,false
A_8826,Income - Borrower 1040 Tax Returns w/ All Schedules,8826,,false
A_8827,Income - Borrower 1040 Tax Returns w/ All Schedules,8827,,false
A_8828,Income - Borrower 1040 Tax Returns w/ All Schedules,8828,,false
A_8829,Income - Borrower 1040 Tax Returns w/ All Schedules,8829,,false
PROPERTY_TAX_DISCLOSURE_REPORT,UNKNOWN,Property Tax Disclosure Report,,true
A_1040_SCHEDULE_R_2019,Income - Borrower 1040 Tax Returns w/ All Schedules,{$FIELDS.a_1040_schedule_r_2019-Part1-General:name(s)ShownOnReturn}_1040_SCHEDULE_R_2019,,false
A_1040_SCHEDULE_R_2018,Income - Borrower 1040 Tax Returns w/ All Schedules,{$FIELDS.a_1040_schedule_r_2018-Part1-General:name(s)ShownOnForm1040}_1040_SCHEDULE_R_2018,,false
VA_26_8978_RIGHTS_OF_VA_LOAN_BORROWERS,VA 26-8978 - Rights Of VA Loan Borrowers,VA 26-8978 - Rights Of VA Loan Borrowers,,true
USDA_3555_21_REQUEST_FOR_SINGLE_FAMILY_HOUSING_LOAN_GUARANTEE,UNKNOWN,RD 3555-21 Request For Single Family Housing Loan Guarantee,,true
BORROWER_CONSENT_TO_THE_USE_OF_TAX_RETURN_INFORMATION,UNKNOWN,Borrower Consent To The Use Of Tax Return Information,,true
HUD_92900_PUR_MORTGAGE_CREDIT_ANALYSIS_WORKSHEET_PURCHASE_MONEY_MORTGAGES,HUD-92900-PUR - Mortgage Credit Analysis Worksheet - Purchase Money Mortgages,HUD-92900-PUR - Mortgage Credit Analysis Worksheet - Purchase Money Mortgages,,true
RIGHT_TO_CHOOSE_TITLE_AGENT_ATTORNEY,UNKNOWN,Right To Choose Title Agent/Attorney,,true
AFFILIATED_BUSINESS_ARRANGEMENT_DISCLOSURE_ADDENDUM,UNKNOWN,Affiliated Business Arrangement Disclosure Addendum,,true
A_8830,Income - Borrower 1040 Tax Returns w/ All Schedules,8830,,false
HOME_LOAN_PROTECTION_ACT_DISCLOSURE_TANGIBLE_NET_BENEFIT,UNKNOWN,Home Loan Protection Act Disclosure - Tangible Net Benefit,,true
A_8831,Income - Borrower 1040 Tax Returns w/ All Schedules,8831,,false
A_14157_A,Income - Borrower 1040 Tax Returns w/ All Schedules,14157-A,,false
A_8832,Income - Borrower 1040 Tax Returns w/ All Schedules,8832,,false
A_8833,Income - Borrower 1040 Tax Returns w/ All Schedules,8833,,false
GOOD_FAITH_ESTIMATE_(HUD_GFE),UNKNOWN,Good Faith Estimate (HUD-GFE),,true
COURT_ORDER,Credit - Divorce Decree/Child Support - Liabilty/Income,Court Order,,false
A_8834,Income - Borrower 1040 Tax Returns w/ All Schedules,8834,,false
A_8835,Income - Borrower 1040 Tax Returns w/ All Schedules,8835,,false
A_13715,Income - Borrower 1040 Tax Returns w/ All Schedules,13715,,false
RELEASE_OF_JUDGMENT_OR_LIEN,Credit - Supporting Credit Docs,Release of Judgment Or Lien,,false
A_8838,Income - Borrower 1040 Tax Returns w/ All Schedules,8838,,false
A_8839,Income - Borrower 1040 Tax Returns w/ All Schedules,8839,,false
ACKNOWLEDGMENT_OF_RECEIPT_OF_COPIES,UNKNOWN,Acknowledgment Of Receipt Of Copies,,true
A_13711,Income - Borrower 1040 Tax Returns w/ All Schedules,13711,,false
REL_(REAL_ESTATE_LOAN)_SUPPLEMENTAL_DISCLOSURE,UNKNOWN,REL (Real Estate Loan) Supplemental Disclosure,,true
ACH_PROCESSING_APPLICATION,UNKNOWN,ACH Processing Application,,true
A_8840,Income - Borrower 1040 Tax Returns w/ All Schedules,8840,,false
LOAN_ACTION_FORM,UNKNOWN,Loan Action Form,,true
A_8842,Income - Borrower 1040 Tax Returns w/ All Schedules,8842,,false
A_8843,Income - Borrower 1040 Tax Returns w/ All Schedules,8843,,false
A_8844,Income - Borrower 1040 Tax Returns w/ All Schedules,8844,,false
A_8845,Income - Borrower 1040 Tax Returns w/ All Schedules,8845,,false
A_1120_PC,Income - Borrower Business Tax Returns,1120-PC,,false
A_8404,Income - Borrower 1040 Tax Returns w/ All Schedules,8404,,false
A_1066_SCHEDULE_Q,Income - Borrower 1040 Tax Returns w/ All Schedules,1066 Schedule Q,,false
A_1120_SCHEDULE_J_2024,1120 Schedule J (2024),Form 1120 Schedule J (Tax Computation and Payment) (2024),,true
A_1120_SCHEDULE_J_2025,1120 Schedule J (2025),Form 1120 Schedule J (Tax Computation and Payment) (2025),,true
RATE_LOCK_DISCLOSURE,UNKNOWN,Rate Lock Disclosure,,true
PRIVATE_MORTGAGE_INSURANCE_DISCLOSURE_FIXED_RATE_MORTGAGE,UNKNOWN,Private Mortgage Insurance Disclosure - Fixed Rate Mortgage,,true
A_1120_SCHEDULE_J_2022,1120 Schedule J (2022),Form 1120 Schedule J (Tax Computation and Payment) (2022),,true
A_5305_R,Income - Borrower 1040 Tax Returns w/ All Schedules,5305-R,,false
A_1120_SCHEDULE_J_2023,1120 Schedule J (2023),Form 1120 Schedule J (Tax Computation and Payment) (2023),,true
A_5305_S,Income - Borrower 1040 Tax Returns w/ All Schedules,5305-S,,false
A_1120_SCHEDULE_J_2021,1120 Schedule J (2021),Form 1120 Schedule J (Tax Computation and Payment) (2021),,true
TAX_SUMMARY,Income - Borrower 1040 Tax Returns w/ All Schedules,Tax Summary,,false
GRANT_DEED,UNKNOWN,Grant Deed,,true
CERTIFICATE_OF_OCCUPANCY,UNKNOWN,Certificate Of Occupancy,,true
A_5305_A,Income - Borrower 1040 Tax Returns w/ All Schedules,5305-A,,false
A_5305_E,Income - Borrower 1040 Tax Returns w/ All Schedules,5305-E,,false
A_5305_B,Income - Borrower 1040 Tax Returns w/ All Schedules,5305-B,,false
A_8892,Income - Borrower 1040 Tax Returns w/ All Schedules,8892,,false
A_5305_C,Income - Borrower 1040 Tax Returns w/ All Schedules,5305-C,,false
PRIVACY_POLICY_NOTICE,UNKNOWN,Privacy Policy Notice,,true
MORTGAGE_LOAN_ORIGINATION_DISCLOSURE,UNKNOWN,Mortgage Loan Origination Disclosure,,true
A_SS_8,Income - Borrower 1040 Tax Returns w/ All Schedules,SS-8,,false
A_8896,Income - Borrower 1040 Tax Returns w/ All Schedules,8896,,false
HUD_92700_A_203_(K)_BORROWERS_ACKNOWLEDGEMENT,UNKNOWN,HUD-92700-A 203 (K) Borrower's Acknowledgement,,true
A_8898,Income - Borrower 1040 Tax Returns w/ All Schedules,8898,,false
1040_TWO_YEAR_COMPARISON_WORKSHEET,Income - Borrower 1040 Tax Returns w/ All Schedules,1040 Two-Year Comparison Worksheet,,false
A_8899,Income - Borrower 1040 Tax Returns w/ All Schedules,8899,,false
A_SS_4,Income - Borrower 1040 Tax Returns w/ All Schedules,SS-4,,false
NON_PRIME_HOME_LOAN_DISCLOSURE,UNKNOWN,Nonprime Home Loan Disclosure,,true
A_15230_A,Income - Borrower 1040 Tax Returns w/ All Schedules,15230-A,,false
STANDARD_FLOOD_HAZARD_DETERMINATION_FORM,UNKNOWN,Standard Flood Hazard Determination Form,,true
A_15230_B,Income - Borrower 1040 Tax Returns w/ All Schedules,15230-B,,false
NEAREST_LIVING_RELATIVE_NOT_LIVING_WITH_YOU,UNKNOWN,Nearest Living Relative Not Living With You,,true
A_4029,Income - Borrower 1040 Tax Returns w/ All Schedules,4029,,false
A_8868,Income - Borrower 1040 Tax Returns w/ All Schedules,8868,,false
A_8869,Income - Borrower 1040 Tax Returns w/ All Schedules,8869,,false
VA_26_6705B_CREDIT_STATEMENT_OF_PROSPECTIVE_PURCHASER,VA Documents,VA 26-6705B Credit Statement Of Prospective Purchaser,,true
FEDERAL_CARRYOVER_WORKSHEET,Income - Borrower 1040 Tax Returns w/ All Schedules,Federal Carryover Worksheet,,false
USPS_ADDRESS_VERIFICATION,UNKNOWN,USPS Address Verification,,true
MANUFACTURED_HOME_RIDER,UNKNOWN,Manufactured Home Rider,,true
A_461,Income - Borrower 1040 Tax Returns w/ All Schedules,461,,false
A_14157,Income - Borrower 1040 Tax Returns w/ All Schedules,14157,,false
STATUTE_OF_FRAUDS_DISCLOSURE,UNKNOWN,Statute of Frauds Disclosure,,true
A_1120_ND,Income - Borrower Business Tax Returns,1120-ND,,false
A_1120_POL,Income - Borrower Business Tax Returns,1120-POL,,false
DISCLOSURE_REGARDING_LEGAL_REPRESENTATION,UNKNOWN,Disclosure Regarding Legal Representation,,true
AFFILIATED_AGREEMENT_DISCLOSURE,UNKNOWN,Affiliated Agreement Disclosure,,true
A_8870,Income - Borrower 1040 Tax Returns w/ All Schedules,8870,,false
A_56_F,Income - Borrower 1040 Tax Returns w/ All Schedules,56-F,,false
A_8872,Income - Borrower 1040 Tax Returns w/ All Schedules,8872,,false
A_8873,Income - Borrower 1040 Tax Returns w/ All Schedules,8873,,false
TANGIBLE_NET_BENEFIT_DISCLOSURE,UNKNOWN,Tangible Net Benefit Disclosure,,true
A_8874,Income - Borrower 1040 Tax Returns w/ All Schedules,8874,,false
A_8875,Income - Borrower 1040 Tax Returns w/ All Schedules,8875,,false
A_8876,Income - Borrower 1040 Tax Returns w/ All Schedules,8876,,false
A_8878,Income - Borrower 1040 Tax Returns w/ All Schedules,8878,,false
ATTORNEY_AND_INSURANCE_PREFERENCE_DISCLOSURE,UNKNOWN,Attorney and Insurance Preference Disclosure,,true
A_8879,Income - Borrower 1040 Tax Returns w/ All Schedules,8879,,false
LOAN_NUMBER_DISCLOSED_ON_SECURITY_INSTRUMENT,UNKNOWN,Loan Number Disclosed on Security Instrument,,true
A_13614_C,Income - Borrower 1040 Tax Returns w/ All Schedules,13614-C,,false
COVERED_LOAN_DISCLOSURE_TO_BORROWER,UNKNOWN,Covered Loan Disclosure to Borrower,,true
A_1040_SCHEDULE_8812_2025,Income - Borrower 1040 Tax Returns w/ All Schedules,1040_SCHEDULE_8812_2025_{$FIELDS.a_1040_schedule_8812_2025-Part01-General:namesShownOnReturn},,false
COLLATERAL_PROTECTION_INSURANCE_DISCLOSURE_WEST_VIRGINIA,UNKNOWN,Collateral Protection Insurance Disclosure (Cx 1000; West Virginia),,true
A_1040_SCHEDULE_8812_2024,Income - Borrower 1040 Tax Returns w/ All Schedules,1040_SCHEDULE_8812_2024_{$FIELDS.a_1040_schedule_8812_2024-Part01-General:name(s)ShownOnReturn},,false
CLEAR_TO_CLOSE_NOTIFICATION,UNKNOWN,Clear-To-Close Notification,,true
A_1120_SCHEDULE_C_2023,1120 Schedule C (2023),"Form 1120 Schedule C (Dividends, Special Deductions) (2023)",,true
A_1040_SCHEDULE_8812_2021,Income - Borrower 1040 Tax Returns w/ All Schedules,1040_SCHEDULE_8812_2021_{$FIELDS.a_1040_schedule_8812_2021-Part1-General:name(s)ShownOnReturn},,false
A_1120_SCHEDULE_C_2024,1120 Schedule C (2024),"Form 1120 Schedule C (Dividends, Special Deductions) (2024)",,true
A_1040_SCHEDULE_8812_2020,Income - Borrower 1040 Tax Returns w/ All Schedules,{$FIELDS.a_1040_schedule_8812_2020-Part1-General:name(s)ShownOnReturn}_1040_SCHEDULE_8812_2020,,false
A_1120_SCHEDULE_C_2025,1120 Schedule C (2025),"Form 1120 Schedule C (Dividends, Special Deductions) (2025)",,true
TAX_RETURN_TRANSCRIPT,Income - Borrower 1040 Tax Returns w/ All Schedules,Tax Return Transcript,,false
A_1040_SCHEDULE_8812_2023,Income - Borrower 1040 Tax Returns w/ All Schedules,1040_SCHEDULE_8812_2023_{$FIELDS.a_1040_schedule_8812_2023-Part1-General:name(s)ShownOnReturn},,false
A_1040_SCHEDULE_8812_2022,Income - Borrower 1040 Tax Returns w/ All Schedules,1040_SCHEDULE_8812_2022_{$FIELDS.a_1040_schedule_8812_2022-Part1-General:name(s)ShownOnReturn},,false
A_1040_SCHEDULE_8812_2018,Income - Borrower 1040 Tax Returns w/ All Schedules,{$FIELDS.a_1040_schedule_8812_2018-Part1-General:name(s)ShownOnReturn}_1040_SCHEDULE_8812_2018,,false
CSO_(CREDIT_SERVICE_ORGANIZATION)_INFORMATION_STATEMENT,UNKNOWN,CSO (Credit Service Organization) Information Statement,,true
A_8992_SCHEDULE_B,Income - Borrower 1040 Tax Returns w/ All Schedules,8992 Schedule B,,false
A_8880,Income - Borrower 1040 Tax Returns w/ All Schedules,8880,,false
DISCOUNT_POINT_FEE_DISCLOSURE,Discount Point Fee Disclosure,Discount Point Fee Disclosure,,true
